id,status,description,lat,lng,created_at,acknowledged_at,closed_at,url,request_type_id,summary,reporter_id
4913315,Archived,"An eight minute ride to a funeral took over 20 minutes because traffic officers blocked Puritan at Fenkell (a main thoroughfare) for bicycles. I was stopped at a major intersection for 20 minutes!!!  I had to wait through at least 8 green lights as these cycles leisurely strolled!  Presumably they did not have anywhere pressing to be and to totally disregard motorists is unacceptable!",42.4099534,-83.1792305,1537025906000,1537190306000,1537190333000,"https://seeclickfix.com/api/v2/issues/4913315",22880,"Traffic Complaints",1383833
4913770,Archived,,42.41813668547449,-83.05269631768341,1537039480000,1537187518000,1537187555000,"https://seeclickfix.com/api/v2/issues/4913770",22880,"Traffic Complaints",1059260
4922238,Archived,"Vehicles speed recklessly down this block. I have contacted police, mayor, over 20 times no avail. The sidewalk is gone and people walk in the street. This is a dangerous situation.",42.3737295,-82.94558710000001,1537279147000,1537290329000,1539179321000,"https://seeclickfix.com/api/v2/issues/4922238",22880,"Traffic Complaints",0
4922680,Archived,"there are many accidents at this corner. Is it possible to get a stop sign instead of a yield sign.  the corner is Horatio and Gilbert",42.3352525,-83.1252566,1537283683000,1537290090000,1538582201000,"https://seeclickfix.com/api/v2/issues/4922680",22880,"Traffic Complaints",0
4927673,Archived,"Every morning, Park Rite at 222 West Lafayette Blvd blocks a significant amount of the sidewalk on the north side of the street by parking their vehicles on the sidewalk. This seems like it's probably not legal, and some of the vehicles are rather large - they are probably doing significant damage to the sidewalk pavement with their weight.",42.33095508471196,-83.0497879811096,1537377739000,1538060561000,1538575726000,"https://seeclickfix.com/api/v2/issues/4927673",22880,"Park Rite vehicle blocking the sidewalk",1565739
4928045,Archived,"Within Jefferson Village- Harding, Meadowbrook, Montclair, St. Clair and Edlie, vehicles speed down streets. We need stop signs at all intersections PLEASE and possibly speed bumps.",42.3631192,-82.97405129999999,1537383678000,1537450488000,1538759669000,"https://seeclickfix.com/api/v2/issues/4928045",22880,"Traffic Complaints",0
4939583,Archived,"some dude is drag racing around pingree park right now and driving very fast.",42.3738465,-83.0062883,1537666489000,1537788339000,1537788480000,"https://seeclickfix.com/api/v2/issues/4939583",22880,"Traffic Complaints",0
4942765,Archived,"Panhandling and/or selling artwork, pictures. Dangerous and impeding traffic flow on the NB Southfield Service drive just north of the I-96 exit ramp to Grand River.",42.3992965,-83.2174819,1537803868000,1537875040000,1540316410000,"https://seeclickfix.com/api/v2/issues/4942765",22880,"Traffic Complaints",0
4948848,Archived,"A transportation company is blocking up the street and our drive ways on this block making it dangerous for us pulling in and out of our driveways, also causing children to almost be hit trying to cross the street. It also causes the trash men problems picking up our trash!",42.396933499999996,-83.1769461,1537912672000,1537964768000,1538759504000,"https://seeclickfix.com/api/v2/issues/4948848",22880,"Traffic Complaints",0
4960121,Archived,"Speeding on Livernois NB between Ewald Circle and Fenkell",42.39601135253906,-83.14002227783203,1538145634000,1538397233000,1539104937000,"https://seeclickfix.com/api/v2/issues/4960121",22880,"Traffic Complaints",1378716
4961913,Archived,"Every night, approximately 20 cars on this block park in what is supposed to be a “No overnight parking” zone all night.",42.365925,-83.0747305,1538181138000,1538397211000,1539957501000,"https://seeclickfix.com/api/v2/issues/4961913",22880,"Traffic Complaints",0
4963866,Archived,"Selling pictures on NB Southfield Service Drive just S of Grand River. Dangerous - probably illegal.",42.3997549,-83.2186005,1538240285000,1538396115000,1540316573000,"https://seeclickfix.com/api/v2/issues/4963866",22880,"Traffic Complaints",0
4967180,Archived,"constantly vehicles are ignoring the stop signs and speed limit on Rosa Parks and Chicago Blvd.  Over the weekend I witnessed at least 6 vehicles drive through the stop signs at excessive speed (40, 50, 60 mph) without slowing. Sunday night (around 9pm) a vehicle was driving around 50 mph eastbound on Chicago, without its headlights on, and drove through the Rosa Parks intersection without slowing,  only sounding its horn.No wonder we are down 3 street lights on Chicago.  Hardly anyone even acknowledges the traffic rules, because no one holds them responsible.",42.37977374019083,-83.1012688949704,1538401411000,1538479950000,1539614558000,"https://seeclickfix.com/api/v2/issues/4967180",22880,"Traffic Complaints",1582635
4976248,Archived,"The address is 16234 Five Points St.Huge creators left behind in the gravel street surface by this tractor trailer that’s being parked in a residential neighborhood. That I have to scpecial assessments for maintaining?",42.4087729,-83.285934,1538579608000,1538585808000,1540315455000,"https://seeclickfix.com/api/v2/issues/4976248",22880,"75’ semi truck and trailer parks on residential street 7 days a week",0
4976722,Archived,"Semi on residential side street- MajesticPlate - Kentucky truck trailer 75674TSemi plate - Kentucky A66952",42.344006481878026,-83.25782359838985,1538585532000,1538586779000,1539614919000,"https://seeclickfix.com/api/v2/issues/4976722",22880,"Traffic Complaints",0
4993525,Archived,"A large dump truck parks here lately (2+ weeks) in residential area. It is very loud every time it starts up. We’ve never seen it be ok to park construction vehicles in our neighborhood.",42.34644426038442,-83.07585811161587,1538964298000,1538999596000,1540229474000,"https://seeclickfix.com/api/v2/issues/4993525",22880,"Traffic Complaints",0
4995036,Archived,"looks terrible cars parked on lawn and sidewalk",42.372718811035156,-83.05009460449219,1539015953000,1539018393000,1539890952000,"https://seeclickfix.com/api/v2/issues/4995036",22880,"neighbors parking on the lawn",0
5002081,Archived,"Numerous vehicles constantly speeding up and down the road. Running red lights and stop signs.",42.37857959085272,-83.10462300053506,1539178637000,1539180401000,1540314924000,"https://seeclickfix.com/api/v2/issues/5002081",22880,"Traffic Complaints",1606462
5002883,Archived,"Speeding drivers recklessly pass in the right shoulder all the time",42.4409357,-83.03426990000003,1539187831000,1539276473000,1540218317000,"https://seeclickfix.com/api/v2/issues/5002883",22880,"Traffic Complaints",0
5003117,Archived,"F-350 w a car hauler trailer parked on Sawyer",42.34627,-83.261693,1539191000000,1539368136000,1540222177000,"https://seeclickfix.com/api/v2/issues/5003117",22880,"Traffic Complaints",0
5003795,Archived,"People consistently run the stop signs on Taylor. One of the stop signs is obstructed by a small red tree, and invisible from Lasalle Boulevard when driving south. Many accidents have occurred in this intersection.  The small red tree on the north east corner needs to be removed so that the stop sign is visible. This should be a four way stop. There is also a major speeding problem in this area, there are a number of dodge challenger’s and chargers that drive around here at 15 miles an hour, doing burnouts in the intersections. Please install a speed radar, any speed limit signs at all (there are none) and some slow children signs.  We have a lot of kids on the block, one was almost hit by a speeding car the other day.  We have talked to the police and they have not done anything.",42.37298446819694,-83.10507806875016,1539201047000,1539368017000,1540218768000,"https://seeclickfix.com/api/v2/issues/5003795",22880,"Traffic Complaints",0
5017521,Archived,"There is a parking spot in front of the fire hydrant. Can I park here? If not, remove the spot!!!!",42.34877484402949,-83.06270872688106,1539458569000,1539459058000,1541099312000,"https://seeclickfix.com/api/v2/issues/5017521",22880,"Fire Hydrant Issue",1607578
5019826,Archived,"Why are we inundated with helicopters circling our neighborhood at night?  This is a recent development, happening again tonight. If this is police work, is it necessary and productive?",42.34485022943682,-83.07624922202248,1539570061000,1539613652000,1540219333000,"https://seeclickfix.com/api/v2/issues/5019826",22880,"Traffic Complaints",0
5022471,Archived,"Location is Griswold and Fort Street. These electronic scooters are parked in front of bus stop. Hazardous for anyone including handicap individuals trying to get to bus.",42.3307141,-83.0474526,1539634366000,1539694044000,1560173636000,"https://seeclickfix.com/api/v2/issues/5022471",22880,"Traffic Complaints",1403138
5022790,Archived,,42.347574713488044,-83.05755885701042,1539640816000,1539693733000,1560173659000,"https://seeclickfix.com/api/v2/issues/5022790",22880,"Traffic Complaints",0
5023672,Archived,"neighbors parking on lawn",42.304021999999996,-83.132898,1539666962000,1539693075000,1539707472000,"https://seeclickfix.com/api/v2/issues/5023672",22880,"neighbors continuously parking on lawn it looks so terrible",0
5030378,Archived,"Same complaint as last week. f350 w a car hauler trailer. Parked on Sawyer",42.34624912716663,-83.26178991587608,1539796670000,1539874858000,1539889852000,"https://seeclickfix.com/api/v2/issues/5030378",22880,"Traffic Complaints",0
5033627,Archived,"wrong way drivers coming down one way and speeding church and school on block",42.3302655,-83.1216031,1539873908000,1539874385000,1540565102000,"https://seeclickfix.com/api/v2/issues/5033627",22880,"Traffic Complaints",0
5035048,Archived,"besides speeders the house on corner of Gilbert and edwards has alot of foot traffic and random cars come in and out that house, side basement door",42.3299654101996,-83.12154605984689,1539895953000,1540398686000,1540582240000,"https://seeclickfix.com/api/v2/issues/5035048",22880,"Traffic Complaints",0
5035401,Archived,"Street closure without notice or explanation",42.34819193840246,-83.05908386603276,1539905033000,1539956364000,1560173677000,"https://seeclickfix.com/api/v2/issues/5035401",22880,"Traffic Complaints",0
5038364,Archived,"lots of speeders racing down the street which there are 2 churches and 3 schools near by and on corner",42.3333699,-83.1208132,1539974952000,1540216776000,1540827434000,"https://seeclickfix.com/api/v2/issues/5038364",22880,"Traffic Complaints",0
5038516,Archived,"Sidewalk/crosswalk is blocked",42.32275120332953,-83.06213680654766,1539978731000,1540215693000,1560173694000,"https://seeclickfix.com/api/v2/issues/5038516",22880,"Traffic Complaints",941863
5043543,Archived,"Semi truck with trailer parks on 7 mile at Beaverland for days at a time. It is a safety hazard. Unable to see oncoming traffic",42.430920367757395,-83.26555834215547,1540210368000,1540216655000,1541007645000,"https://seeclickfix.com/api/v2/issues/5043543",22880,"Traffic Complaints",0
5044219,Archived,"No signage for speed of 35 miles",42.38507012085078,-82.99294299999998,1540220009000,1540222913000,1546967148000,"https://seeclickfix.com/api/v2/issues/5044219",22880,"Traffic Complaints",0
5051539,Archived,"Parks on street in front of neighbors and blasts music until early hours of the morning",42.3709347,-83.01433789999999,1540375516000,1540398621000,1540988988000,"https://seeclickfix.com/api/v2/issues/5051539",22880,"Traffic Complaints",0
5053543,Archived,"There is a construction project which is now apparently abandoned while traffic lanes remain blocked  blocked at the corner limiting traffic in all directions",42.32866310067195,-83.04897234678339,1540410428000,1540476051000,1540913027000,"https://seeclickfix.com/api/v2/issues/5053543",22880,"Traffic Complaints",1287957
5055903,Archived,,42.32858973177867,-83.04887042284082,1540473303000,1540475323000,1540912794000,"https://seeclickfix.com/api/v2/issues/5055903",22880,"Road Closure",1287957
5056224,Archived,"Using LandBank Lot as a parking lot",42.43008116902772,-83.15746152434505,1540477858000,1540490268000,1540913477000,"https://seeclickfix.com/api/v2/issues/5056224",22880,"Traffic Complaints",0
5056330,Archived,"Speeding cars and semi-trucks are travelling down Clark street during school hours and while children are leaving school.  Many of these vehicles are running red lights and rolling through stop signs.  The truck traffic should be re-routed to Livernois or Rosa Parks; slower speed limits posted and enforced, and a police officer from the DPD or DPSD should be present.  Our children's lives are at great risk.",42.31679048282928,-83.0936075803566,1540479187000,1540480862000,1541429722000,"https://seeclickfix.com/api/v2/issues/5056330",22880,"Traffic Complaints",0
5058767,Archived,,42.3298841,-83.1286784,1540531173000,,1540531332000,"https://seeclickfix.com/api/v2/issues/5058767",22880,"Traffic Complaints",0
5059691,Archived,"There is an abundance of excessive speeding and reckless driving around this school and park.",42.4366471,-83.164115,1540560205000,1540565759000,1544202658000,"https://seeclickfix.com/api/v2/issues/5059691",22880,"Traffic Complaints",1611628
5059906,Archived,"speeders daily, parking on crub and grass. three schools in area.",42.33311318649972,-83.12029380351305,1540563531000,1540565425000,1540576724000,"https://seeclickfix.com/api/v2/issues/5059906",22880,"Traffic Complaints",0
5060095,Archived,"The lane is blocked on Washington at congress at the corner of where Adient was going to move into the building.  Everyone coming off the lodge and needing to go on to Washington gets blocked because of the lane blockage and traffic light backup.  No work on the Adient building is being done and it has blocked traffic getting off the lodge every morning for many months.  Open the blocked lane on Washington",42.38338037414719,-83.10247705221241,1540566129000,1540581979000,1540913271000,"https://seeclickfix.com/api/v2/issues/5060095",22880,"Traffic Complaints",1611685
5063080,Archived,"Dumpster blocking street. It has been there for weeks.",42.4281548,-82.9391133,1540651058000,1540822401000,1540912696000,"https://seeclickfix.com/api/v2/issues/5063080",22880,"Traffic Complaints",0
5066717,Archived,"Parking on berm and under no parking sign in front of 14613 Rutland S of Grand River.",42.3947,-83.2145336,1540823775000,1540824879000,1541168769000,"https://seeclickfix.com/api/v2/issues/5066717",22880,"Traffic Complaints",1314109
5067829,Archived,"stated above - this street needs speed bumps or automated ticket dispensing.  Although, cars move so fast may not catch plate.  The  other issue are theses mini bikes or mopeds,  they do the same thing speed, run intersections with total disregard.  the older residents fear retaliation if they comment or complain.  This needs to be addressed by the police.",42.4328755,-83.20945929999999,1540839570000,1540841150000,1541168566000,"https://seeclickfix.com/api/v2/issues/5067829",22880,"Racing/ Speeding on Asbury Park",0
5082785,Archived,"basketball hoops left in street taking up parking and causing traffic to drive down street atleast 7 hoops in street on Gilbert street/junction alone. Neighbors need to put away",42.33058547973633,-83.12222290039062,1541177736000,1541429944000,1546967002000,"https://seeclickfix.com/api/v2/issues/5082785",22880,"Traffic Complaints",0
5085585,Archived,"Semi w trailer parked on Majestic",42.34396087303506,-83.25776746249257,1541269837000,1541429944000,1546966821000,"https://seeclickfix.com/api/v2/issues/5085585",22880,"Traffic Complaints",0
5086911,Archived,"sidewalk was destroyed during house demolition years ago and still has not been replaced",42.3786264,-83.0848495,1541347248000,1541429944000,1541523560000,"https://seeclickfix.com/api/v2/issues/5086911",22880,"Traffic Complaints",0
5087605,Archived,"7 Mile from Conant to Mound - cars pass dangerously in the right parking lane.",42.433117271868035,-83.06238630416863,1541377639000,1541429849000,1541772712000,"https://seeclickfix.com/api/v2/issues/5087605",22880,"Traffic Complaints",0
5088869,Archived,"A protected left turn phase is needed for NB/SB traffic on Woodward Ave. at Warren Ave. Vehicles turning left from Woodward onto Warren are so fixated with oncoming traffic, that they are not paying attention to pedestrians in the crosswalk as they make their left turns. I came inches away from being hit by a car turning at approximately 30 mph the other day - it would have killed or seriously injured me. The problem is especially bad during peak hours, when there is lots of oncoming traffic and turning drivers get anxious to find a gap. It is also very dangerous at night or during bad weather when visibility is reduced, as the lighting on the crosswalks parallel to Woodward is not good.Both ITE and FHWA recommend protected-only left turn phasing when the left-turning traffic has to cross 3 or more lanes, which is the case at this intersection. For the sake of pedestrian safety, please fix this.",42.35682646539666,-83.06436822652887,1541432287000,1547563680000,1560177971000,"https://seeclickfix.com/api/v2/issues/5088869",22880,"Traffic Complaints - Protected left turn phase needed",1565739
5090322,Archived,"All the traffic on Michigan Avenue is going down Church Street. City busees, commercial vehicles and all.",42.3301523,-83.0689763,1541450913000,1541511738000,1546966639000,"https://seeclickfix.com/api/v2/issues/5090322",22880,"Traffic Complaints",0
5096479,Archived,"strong odor of weed",42.330162048339844,-83.12159729003906,1541592039000,,1541689875000,"https://seeclickfix.com/api/v2/issues/5096479",22880,"Traffic Complaints",0
5104485,Archived,,42.41611099243164,-82.9352798461914,1541778144000,1541780360000,1542299798000,"https://seeclickfix.com/api/v2/issues/5104485",22880,"Traffic Complaints",1544315
5105442,Archived,"Next door neighbor constantly parks their car in the driveway blocking the sidewalk.",42.349824,-83.201732,1541796057000,1542120570000,1542817760000,"https://seeclickfix.com/api/v2/issues/5105442",22880,"Traffic Complaints",1036066
5110455,Archived,"Road closure barriers are left in bike lanes, ADA ramps and sidewalks at nearly every intersection of Cass Ave from Temple south to Grand River.",42.34340124051515,-83.05967770854494,1542034206000,1542120301000,1542136075000,"https://seeclickfix.com/api/v2/issues/5110455",22880,"Traffic Complaints",0
5122598,Archived,"People pull that jerk Detroit move of getting in the parking lane at a light and then hitting the gas when the light turns green because apparently they're special and can't wait like everyone else. Give them all citations.",42.44133739999999,-83.02449030000002,1542316323000,1542378498000,1543252295000,"https://seeclickfix.com/api/v2/issues/5122598",22880,"Traffic Complaints",0
5129046,Archived,"Every day at multiple times a blue late model Dodge Dakota races up or down Avery to or from the gas station at Avery and Grand River.",42.34516539074234,-83.07784937569225,1542550483000,1542659927000,1543511798000,"https://seeclickfix.com/api/v2/issues/5129046",22880,"Traffic Complaints",1190115
5131081,Archived,"This giant steam cone gets hit by cars almost daily. It is constantly getting hit and the cone guys flying and hits parked cars nearby. It is not reflective at all at night and barely visible which is why cars are hitting it. There is broken headlight glass all over the ground right now from someone hitting it today. It was also hit last night. I can see and hear it from my apartment. My fear is that someone is going to hit the cone and it will go and hit a pedestrian or cause a very serious car accident.",42.35083680092436,-83.0663650864414,1542640941000,1542650244000,1542734641000,"https://seeclickfix.com/api/v2/issues/5131081",22880,"Traffic Complaints",0
5140747,Archived,"We (block club) have approached the principal regarding the unsafe conditions she has created by putting cones out and forcing our 2-way street to a 1-way street. There is a safety reason why we are a two way street and for her to arbitrarily make it one way is a safety concern. She has agreed that she does not have legal permission to do so and was told by the city that she could NOT do so. However, she made the decision over the summer to change the traffic flow until someone tells her she cannot. She puts those cones out, about 10 orange cones and we cannot even pull out of our driveway or head north on Asbury Park. It is becoming a nuisance and children are darting across the street. Cars are piled up and backed up all the way to almost Southfield when she does this.",42.3496415,-83.20646729999999,1542889658000,1543251858000,1543511692000,"https://seeclickfix.com/api/v2/issues/5140747",22880,"Traffic Complaints",1287957
5140951,Archived,"Commercial Truck parked in front of 14733 Archdale regularly and overnight. FR8 Freight Rite Inc. USDOT 1379054 #180862.Indiana LP#2442928",42.3946625,-83.2143652,1542899635000,1543251000000,1560173731000,"https://seeclickfix.com/api/v2/issues/5140951",22880,"Traffic Complaints",1314109
5155692,Archived,"speeders and lots of traffic near corner store along with drinking and prostitutes, daily",42.3308510170481,-83.12347322702408,1543420182000,1543500047000,1544547256000,"https://seeclickfix.com/api/v2/issues/5155692",22880,"Traffic Complaints",0
5172520,Archived,"There’s lots of traffic on Alter Road. All the vehicles travel at high rates of speed. They go to the park on the water to buy drugs , come right back down Alter driving so fast.",42.362156753472476,-82.9312334720509,1543891912000,1543936548000,1544125443000,"https://seeclickfix.com/api/v2/issues/5172520",22880,"Traffic Complaints",1623412
5172621,Archived,"four way stop is needed to many speeders and ppl in a hurry,",42.3302214,-83.1215943,1543895612000,1543930160000,1544547200000,"https://seeclickfix.com/api/v2/issues/5172621",22880,"Traffic Complaints",0
